origin,model,behavior,magnitude,severity,profile,start_ms,duration_ms,group,seed,stuck_polarity,run_id,partition,simulation_duration_ms,method,first_alarm_ms,first_post_alarm_ms,origin_at_alarm,leading_at_alarm,origin_score_at_alarm,origin_margin_at_alarm,origin_ignorance_at_alarm,first_localization_ms,first_origin,samples,alarm_samples,pre_alarm_samples,mean_anomaly_ignorance,mean_origin_ignorance,mean_detection_conflict,mean_localization_conflict,high_detection_conflict_samples,high_localization_conflict_samples,propagation_samples,injected,detected,false_alarm,latency_ms,control_effect,actuator_effect,plant_manifestation,propagation_plant_ms,propagation_control_ms,propagation_actuator_command_ms,silent_plant,host_seconds,localized_correct,unknown_at_alarm,localized_wrong,localization_before_plant,localization_latency_ms
NORMAL,baseline,none,0,0,benign_final_moderate_33,120100,0,NORMAL/final_moderate,17,0,final_0753,development-confirmation,120000,Candidate 1,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.167185000826,0.167185000826,5.17121339571e-05,5.17121339571e-05,0,0,0,0,0,0,,0,0,0,,,,0,0.05297374200017657,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_33,120100,0,NORMAL/final_moderate,17,0,final_0753,development-confirmation,120000,Plain DS,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.500039589861,0.500039589861,8.28020192308e-05,8.28020192308e-05,0,0,0,0,0,0,,0,0,0,,,,0,0.05297374200017657,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_33,120100,0,NORMAL/final_moderate,17,0,final_0753,development-confirmation,120000,Simple OR,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.05297374200017657,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_33,120100,0,NORMAL/final_moderate,17,0,final_0753,development-confirmation,120000,Weighted Sum,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.05297374200017657,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_33,120100,0,NORMAL/final_moderate,17,0,final_0753,development-confirmation,120000,Hybrid,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.05297374200017657,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_33,120100,0,NORMAL/final_moderate,17,0,final_0753,development-confirmation,120000,Timing Monitor,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.05297374200017657,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_34,120100,0,NORMAL/final_moderate,41,0,final_0754,development-confirmation,120000,Final CLO-DSF,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.999449649709,0.999449649709,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.053556850005406886,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_34,120100,0,NORMAL/final_moderate,41,0,final_0754,development-confirmation,120000,Candidate 2,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.999449649709,0.999665364267,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.053556850005406886,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_34,120100,0,NORMAL/final_moderate,41,0,final_0754,development-confirmation,120000,Candidate 2 no origin discount,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.999449649709,0.999449649709,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.053556850005406886,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_34,120100,0,NORMAL/final_moderate,41,0,final_0754,development-confirmation,120000,Final no temporal,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.999886191159,0.999886191159,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.053556850005406886,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_34,120100,0,NORMAL/final_moderate,41,0,final_0754,development-confirmation,120000,Candidate 1,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.167167625996,0.167167625996,3.51965902831e-05,3.51965902831e-05,0,0,0,0,0,0,,0,0,0,,,,0,0.053556850005406886,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_34,120100,0,NORMAL/final_moderate,41,0,final_0754,development-confirmation,120000,Plain DS,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.500026832437,0.500026832437,5.5631468738e-05,5.5631468738e-05,0,0,0,0,0,0,,0,0,0,,,,0,0.053556850005406886,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_34,120100,0,NORMAL/final_moderate,41,0,final_0754,development-confirmation,120000,Simple OR,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.053556850005406886,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_34,120100,0,NORMAL/final_moderate,41,0,final_0754,development-confirmation,120000,Weighted Sum,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.053556850005406886,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_34,120100,0,NORMAL/final_moderate,41,0,final_0754,development-confirmation,120000,Hybrid,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.053556850005406886,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_34,120100,0,NORMAL/final_moderate,41,0,final_0754,development-confirmation,120000,Timing Monitor,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.053556850005406886,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_35,120100,0,NORMAL/final_moderate,83,0,final_0755,development-confirmation,120000,Final CLO-DSF,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.999668399472,0.999668399472,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.053075025003636256,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_35,120100,0,NORMAL/final_moderate,83,0,final_0755,development-confirmation,120000,Candidate 2,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.999668399472,0.999799404886,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.053075025003636256,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_35,120100,0,NORMAL/final_moderate,83,0,final_0755,development-confirmation,120000,Candidate 2 no origin discount,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.999668399472,0.999668399472,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.053075025003636256,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_35,120100,0,NORMAL/final_moderate,83,0,final_0755,development-confirmation,120000,Final no temporal,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.999932307387,0.999932307387,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.053075025003636256,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_35,120100,0,NORMAL/final_moderate,83,0,final_0755,development-confirmation,120000,Candidate 1,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.167153106422,0.167153106422,2.15481330017e-05,2.15481330017e-05,0,0,0,0,0,0,,0,0,0,,,,0,0.053075025003636256,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_35,120100,0,NORMAL/final_moderate,83,0,final_0755,development-confirmation,120000,Plain DS,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.50001617633,0.50001617633,3.32571539037e-05,3.32571539037e-05,0,0,0,0,0,0,,0,0,0,,,,0,0.053075025003636256,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_35,120100,0,NORMAL/final_moderate,83,0,final_0755,development-confirmation,120000,Simple OR,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.053075025003636256,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_35,120100,0,NORMAL/final_moderate,83,0,final_0755,development-confirmation,120000,Weighted Sum,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.053075025003636256,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_35,120100,0,NORMAL/final_moderate,83,0,final_0755,development-confirmation,120000,Hybrid,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.053075025003636256,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_35,120100,0,NORMAL/final_moderate,83,0,final_0755,development-confirmation,120000,Timing Monitor,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.053075025003636256,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_36,120100,0,NORMAL/final_moderate,17,0,final_0756,development-confirmation,120000,Final CLO-DSF,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.999123679593,0.999123679593,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.05271667698980309,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_36,120100,0,NORMAL/final_moderate,17,0,final_0756,development-confirmation,120000,Candidate 2,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.999123679593,0.999463497466,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.05271667698980309,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_36,120100,0,NORMAL/final_moderate,17,0,final_0756,development-confirmation,120000,Candidate 2 no origin discount,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.999123679593,0.999123679593,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.05271667698980309,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_36,120100,0,NORMAL/final_moderate,17,0,final_0756,development-confirmation,120000,Final no temporal,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.999815604967,0.999815604967,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.05271667698980309,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_36,120100,0,NORMAL/final_moderate,17,0,final_0756,development-confirmation,120000,Candidate 1,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.167189306481,0.167189306481,5.58279356628e-05,5.58279356628e-05,0,0,0,0,0,0,,0,0,0,,,,0,0.05271667698980309,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_36,120100,0,NORMAL/final_moderate,17,0,final_0756,development-confirmation,120000,Plain DS,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.500042742227,0.500042742227,8.95720747199e-05,8.95720747199e-05,0,0,0,0,0,0,,0,0,0,,,,0,0.05271667698980309,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_36,120100,0,NORMAL/final_moderate,17,0,final_0756,development-confirmation,120000,Simple OR,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.05271667698980309,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_36,120100,0,NORMAL/final_moderate,17,0,final_0756,development-confirmation,120000,Weighted Sum,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.05271667698980309,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_36,120100,0,NORMAL/final_moderate,17,0,final_0756,development-confirmation,120000,Hybrid,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.05271667698980309,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_36,120100,0,NORMAL/final_moderate,17,0,final_0756,development-confirmation,120000,Timing Monitor,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.05271667698980309,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_37,120100,0,NORMAL/final_moderate,41,0,final_0757,development-confirmation,120000,Final CLO-DSF,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.999392851136,0.999392851136,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.052690522992634214,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_37,120100,0,NORMAL/final_moderate,41,0,final_0757,development-confirmation,120000,Candidate 2,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.999392851136,0.999630374178,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.052690522992634214,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_37,120100,0,NORMAL/final_moderate,41,0,final_0757,development-confirmation,120000,Candidate 2 no origin discount,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.999392851136,0.999392851136,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.052690522992634214,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_37,120100,0,NORMAL/final_moderate,41,0,final_0757,development-confirmation,120000,Final no temporal,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.999874054641,0.999874054641,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.052690522992634214,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_37,120100,0,NORMAL/final_moderate,41,0,final_0757,development-confirmation,120000,Candidate 1,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.167171376094,0.167171376094,3.87508044867e-05,3.87508044867e-05,0,0,0,0,0,0,,0,0,0,,,,0,0.052690522992634214,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_37,120100,0,NORMAL/final_moderate,41,0,final_0757,development-confirmation,120000,Plain DS,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.500029606677,0.500029606677,6.14967581709e-05,6.14967581709e-05,0,0,0,0,0,0,,0,0,0,,,,0,0.052690522992634214,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_37,120100,0,NORMAL/final_moderate,41,0,final_0757,development-confirmation,120000,Simple OR,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.052690522992634214,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_37,120100,0,NORMAL/final_moderate,41,0,final_0757,development-confirmation,120000,Weighted Sum,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.052690522992634214,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_37,120100,0,NORMAL/final_moderate,41,0,final_0757,development-confirmation,120000,Hybrid,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.052690522992634214,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_37,120100,0,NORMAL/final_moderate,41,0,final_0757,development-confirmation,120000,Timing Monitor,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.052690522992634214,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_38,120100,0,NORMAL/final_moderate,83,0,final_0758,development-confirmation,120000,Final CLO-DSF,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.999622005362,0.999622005362,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.053885259010712616,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_38,120100,0,NORMAL/final_moderate,83,0,final_0758,development-confirmation,120000,Candidate 2,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.999622005362,0.999771084334,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.053885259010712616,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_38,120100,0,NORMAL/final_moderate,83,0,final_0758,development-confirmation,120000,Candidate 2 no origin discount,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.999622005362,0.999622005362,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.053885259010712616,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_38,120100,0,NORMAL/final_moderate,83,0,final_0758,development-confirmation,120000,Final no temporal,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.999922619771,0.999922619771,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.053885259010712616,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_38,120100,0,NORMAL/final_moderate,83,0,final_0758,development-confirmation,120000,Candidate 1,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.167156182706,0.167156182706,2.4427881449e-05,2.4427881449e-05,0,0,0,0,0,0,,0,0,0,,,,0,0.053885259010712616,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_38,120100,0,NORMAL/final_moderate,83,0,final_0758,development-confirmation,120000,Plain DS,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.500018439145,0.500018439145,3.79760665307e-05,3.79760665307e-05,0,0,0,0,0,0,,0,0,0,,,,0,0.053885259010712616,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_38,120100,0,NORMAL/final_moderate,83,0,final_0758,development-confirmation,120000,Simple OR,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.053885259010712616,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_38,120100,0,NORMAL/final_moderate,83,0,final_0758,development-confirmation,120000,Weighted Sum,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.053885259010712616,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_38,120100,0,NORMAL/final_moderate,83,0,final_0758,development-confirmation,120000,Hybrid,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.053885259010712616,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_38,120100,0,NORMAL/final_moderate,83,0,final_0758,development-confirmation,120000,Timing Monitor,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.053885259010712616,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_39,120100,0,NORMAL/final_moderate,17,0,final_0759,development-confirmation,120000,Final CLO-DSF,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.99905813654,0.99905813654,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.052661509995232336,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_39,120100,0,NORMAL/final_moderate,17,0,final_0759,development-confirmation,120000,Candidate 2,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.99905813654,0.999422621672,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.052661509995232336,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_39,120100,0,NORMAL/final_moderate,17,0,final_0759,development-confirmation,120000,Candidate 2 no origin discount,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.99905813654,0.99905813654,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.052661509995232336,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_39,120100,0,NORMAL/final_moderate,17,0,final_0759,development-confirmation,120000,Final no temporal,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.999801156126,0.999801156126,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.052661509995232336,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_39,120100,0,NORMAL/final_moderate,17,0,final_0759,development-confirmation,120000,Candidate 1,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.167193701384,0.167193701384,6.00357317176e-05,6.00357317176e-05,0,0,0,0,0,0,,0,0,0,,,,0,0.052661509995232336,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_39,120100,0,NORMAL/final_moderate,17,0,final_0759,development-confirmation,120000,Plain DS,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.500045944221,0.500045944221,9.64781736413e-05,9.64781736413e-05,0,0,0,0,0,0,,0,0,0,,,,0,0.052661509995232336,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_39,120100,0,NORMAL/final_moderate,17,0,final_0759,development-confirmation,120000,Simple OR,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.052661509995232336,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_39,120100,0,NORMAL/final_moderate,17,0,final_0759,development-confirmation,120000,Weighted Sum,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.052661509995232336,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_39,120100,0,NORMAL/final_moderate,17,0,final_0759,development-confirmation,120000,Hybrid,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.052661509995232336,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_39,120100,0,NORMAL/final_moderate,17,0,final_0759,development-confirmation,120000,Timing Monitor,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.052661509995232336,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_40,120100,0,NORMAL/final_moderate,41,0,final_0760,development-confirmation,120000,Final CLO-DSF,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.999336458808,0.999336458808,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.05326330401294399,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_40,120100,0,NORMAL/final_moderate,41,0,final_0760,development-confirmation,120000,Candidate 2,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.999336458808,0.99959554234,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.05326330401294399,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_40,120100,0,NORMAL/final_moderate,41,0,final_0760,development-confirmation,120000,Candidate 2 no origin discount,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.999336458808,0.999336458808,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.05326330401294399,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_40,120100,0,NORMAL/final_moderate,41,0,final_0760,development-confirmation,120000,Final no temporal,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.999861924476,0.999861924476,0.0,0.0,0,0,0,0,0,0,,0,0,0,,,,0,0.05326330401294399,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_40,120100,0,NORMAL/final_moderate,41,0,final_0760,development-confirmation,120000,Candidate 1,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.167175128363,0.167175128363,4.23094363775e-05,4.23094363775e-05,0,0,0,0,0,0,,0,0,0,,,,0,0.05326330401294399,0,0,0,0,
NORMAL,baseline,none,0,0,benign_final_moderate_40,120100,0,NORMAL/final_moderate,41,0,final_0760,development-confirmation,120000,Plain DS,-1,-1,UNKNOWN,UNKNOWN,0.0,0.0,0.0,-1,UNKNOWN,1201,0,0,0.50003235377,0.50003235377,6.73391728291e-05,6.73391728291e-05,0,0,0,0,0,0,,0,0,0,,,,0,0.05326330401294399,0,0,0,0,
